os,warm,ob,cool,slk,ros,rob,n,eh,tpx,slx,rr,pt,nt,pnl,wr,dd
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.3,2.0,0.45,14,-107.22321159547164,35.714285714285715,-135.41741849838718
0,-30,-60,-10,0,20,15,74306,240,0.6,0.3,2.0,0.45,14,-107.22321159547164,35.714285714285715,-135.41741849838718
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.3,2.0,0.45,14,-107.22321159547164,35.714285714285715,-135.41741849838718
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.3,2.0,0.4,14,-107.241157857497,35.714285714285715,-143.68536476041254
0,-30,-60,-10,0,20,15,74306,240,0.6,0.3,2.0,0.4,14,-107.241157857497,35.714285714285715,-143.68536476041254
0,-30,-60,-10,0,15,15,74306,240,0.6,0.3,2.0,0.4,14,-107.241157857497,35.714285714285715,-143.68536476041254
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.3,2.0,0.4,14,-107.241157857497,35.714285714285715,-143.68536476041254
0,-30,-60,-10,0,20,10,73983,480,0.45,0.25,1.8,0.4,170,-117.79740516520542,34.705882352941174,-308.12316536092385
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.35,1.7142857142857144,0.45,14,-128.03848249568682,35.714285714285715,-154.11365491478318
0,-30,-60,-10,0,20,15,74306,240,0.6,0.35,1.7142857142857144,0.45,14,-128.03848249568682,35.714285714285715,-154.11365491478318
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.35,1.7142857142857144,0.45,14,-128.03848249568682,35.714285714285715,-154.11365491478318
0,-30,-60,-10,0,15,15,74306,240,0.6,0.35,1.7142857142857144,0.45,14,-128.03848249568682,35.714285714285715,-154.11365491478318
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.35,1.7142857142857144,0.4,14,-130.64608646804982,35.714285714285715,-164.97125888714618
0,-30,-60,-10,0,15,15,74306,240,0.6,0.35,1.7142857142857144,0.4,14,-130.64608646804982,35.714285714285715,-164.97125888714618
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.35,1.7142857142857144,0.4,14,-130.64608646804982,35.714285714285715,-164.97125888714618
0,-30,-60,-10,0,20,15,74306,240,0.6,0.35,1.7142857142857144,0.4,14,-130.64608646804982,35.714285714285715,-164.97125888714618
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.4,1.4999999999999998,0.45,14,-148.85375339590428,35.714285714285715,-172.809891331181
0,-30,-60,-10,0,20,15,74306,240,0.6,0.4,1.4999999999999998,0.45,14,-148.85375339590428,35.714285714285715,-172.809891331181
0,-30,-60,-10,0,15,15,74306,240,0.6,0.4,1.4999999999999998,0.45,14,-148.85375339590428,35.714285714285715,-172.809891331181
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.4,1.4999999999999998,0.45,14,-148.85375339590428,35.714285714285715,-172.809891331181
0,-30,-60,-10,0,15,15,74306,240,0.6,0.4,1.4999999999999998,0.4,14,-154.05101507860581,35.714285714285715,-186.25715301388254
0,-30,-60,-10,0,20,15,74306,240,0.6,0.4,1.4999999999999998,0.4,14,-154.05101507860581,35.714285714285715,-186.25715301388254
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.4,1.4999999999999998,0.4,14,-154.05101507860581,35.714285714285715,-186.25715301388254
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.4,1.4999999999999998,0.4,14,-154.05101507860581,35.714285714285715,-186.25715301388254
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.4,1.7499999999999998,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.4,1.7499999999999998,0.45,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.25,2.8,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.2,3.4999999999999996,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.4,1.7499999999999998,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.4,1.7499999999999998,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.35,2.0,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.2,3.4999999999999996,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.35,2.0,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.3,2.3333333333333335,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.3,2.3333333333333335,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.25,2.8,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.25,2.8,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.2,3.4999999999999996,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,10,73983,240,0.7,0.2,3.4999999999999996,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.2,3.4999999999999996,0.45,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.25,2.8,0.45,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.3,2.3333333333333335,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.3,2.3333333333333335,0.45,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.35,2.0,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.35,2.0,0.45,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,15,15,74306,240,0.7,0.2,3.4999999999999996,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.4,1.7499999999999998,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.35,2.0,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.35,2.0,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.35,2.0,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.4,1.7499999999999998,0.45,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.3,2.3333333333333335,0.45,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.3,2.3333333333333335,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.4,1.7499999999999998,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.4,1.7499999999999998,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.25,2.8,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.35,2.0,0.45,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.25,2.8,0.4,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.2,3.4999999999999996,0.45,0,-999.0,0.0,0.0
-5,-30,-60,-10,0,20,15,74306,240,0.7,0.2,3.4999999999999996,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.4,1.7499999999999998,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.2,3.4999999999999996,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.3,2.3333333333333335,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.4,1.7499999999999998,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.35,2.0,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.35,2.0,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.3,2.3333333333333335,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.25,2.8,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.3,2.3333333333333335,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.3,2.3333333333333335,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,15,15,74306,240,0.7,0.25,2.8,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.25,2.8,0.45,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.25,2.8,0.4,0,-999.0,0.0,0.0
0,-30,-60,-10,0,20,15,74306,240,0.7,0.2,3.4999999999999996,0.4,0,-999.0,0.0,0.0
