pattern,fh,sh,ob,cool,os,rec,slk,eh,tpx,slx,rr,pt,nt,pnl,wr,dd
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.3,1.6666666666666667,0.55,21,167.6462872673792,52.38095238095239,-70.2286089443869
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.3,1.6666666666666667,0.5,21,167.6462872673792,52.38095238095239,-70.2286089443869
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.25,2.4,0.55,14,166.1579325421999,42.857142857142854,-96.9816359240358
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.35,1.4285714285714286,0.45,46,163.26755615548154,52.17391304347826,-282.1790915857646
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.15,2.666666666666667,0.45,14,163.15511185985724,35.714285714285715,-33.67898942427382
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.35,1.5714285714285716,0.55,16,163.00633176698193,56.25,-95.27166635148842
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.3,1.8333333333333335,0.5,20,162.18416916174738,45.0,-117.39042640729167
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.4,1.4999999999999998,0.5,29,162.1235139913515,55.172413793103445,-243.97526295896114
F60S90,60,90,-20,-40,-70,-50,5,360,0.55,0.25,2.2,0.4,29,160.86569417167857,51.724137931034484,-113.32085505434497
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.15,3.666666666666667,0.4,173,160.71582697812028,31.213872832369944,-339.94547892360697
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.1,5.5,0.45,10,157.48486202625918,40.0,-19.139118054818937
F60S90,60,90,-20,-40,-70,-50,5,360,0.65,0.25,2.6,0.45,17,157.3889681046635,47.05882352941176,-75.77446979676188
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.4,1.7499999999999998,0.4,89,156.58492336707013,48.31460674157304,-369.30079640889016
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.25,2.2,0.45,19,156.3734462658249,42.10526315789473,-65.7764535094093
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.3,2.166666666666667,0.45,110,155.01772910971886,43.63636363636363,-384.2014020437864
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.3,2.3333333333333335,0.55,44,154.3145776845554,50.0,-192.96613486700517
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.15,4.666666666666667,0.55,2,153.353824590572,50.0,0.0
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.15,4.666666666666667,0.5,2,153.353824590572,50.0,0.0
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.15,3.666666666666667,0.4,19,152.4456816042839,42.10526315789473,-79.1723028520455
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.1,5.5,0.4,11,150.4762422842614,36.36363636363637,-21.025859225993372
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.25,2.0,0.5,18,150.20631795155532,44.44444444444444,-58.52384078698924
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.2,1.7499999999999998,0.55,15,149.8438688489996,53.333333333333336,-75.26290336642342
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.4,1.375,0.5,20,149.7043010247653,50.0,-145.9451215394738
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.35,1.5714285714285716,0.5,20,149.26027262084062,50.0,-146.02008271261184
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.25,2.6,0.45,12,148.65760314261024,41.66666666666667,-42.456593947130386
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.4,1.125,0.4,63,148.10789505864068,52.38095238095239,-344.62148281359714
F15S60,15,60,-10,-40,-70,-50,10,360,0.45,0.15,3.0,0.5,185,147.50943860141115,30.810810810810814,-237.37493205075725
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.2,2.25,0.45,15,147.15717838926412,46.666666666666664,-46.819072629591574
F15S60,15,60,-10,-40,-70,-50,10,360,0.35,0.2,1.7499999999999998,0.4,399,146.90290417038796,38.59649122807017,-646.1050174289753
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.25,1.4,0.55,18,146.2770435784505,55.55555555555556,-62.996663966419874
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.2,1.7499999999999998,0.4,24,146.19197822677233,50.0,-80.09290336642334
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.4,1.4999999999999998,0.45,35,144.86740961071519,54.285714285714285,-305.80337288627834
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.35,1.2857142857142858,0.55,35,142.7939604214389,57.14285714285714,-266.00730273501995
F30S120,30,120,-20,-40,-70,-50,5,240,0.3,0.15,2.0,0.4,18,142.54656135671576,50.0,-41.63034080671423
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.15,4.333333333333334,0.55,6,142.47973513554916,50.0,-24.739321297624883
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.4,1.4999999999999998,0.55,25,141.657673986193,56.00000000000001,-262.04526295896085
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.2,2.9999999999999996,0.5,21,140.31853295805104,42.857142857142854,-133.5863462650177
F60S90,60,90,-20,-40,-70,-50,5,360,0.65,0.25,2.6,0.4,19,139.49503575006884,42.10526315789473,-93.66840215135653
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.35,1.4285714285714286,0.55,34,139.05928544938251,47.05882352941176,-311.2690915857638
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.2,3.25,0.4,121,137.22855258143636,36.36363636363637,-193.98202760293316
F60S90,60,90,-20,-40,-70,-50,5,360,0.55,0.2,2.75,0.4,22,137.01917730109608,45.45454545454545,-146.1156015628685
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.2,2.0,0.45,19,136.72329868005454,47.368421052631575,-39.664667256784924
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.35,1.142857142857143,0.45,29,134.30608915848097,58.620689655172406,-97.59546635655533
F30S120,30,120,-20,-40,-70,-50,5,240,0.3,0.25,1.2,0.55,24,133.63217475444708,50.0,-60.13005591407
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.15,4.0,0.55,9,133.5366888557519,33.33333333333333,-24.739321297624883
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.35,1.4285714285714286,0.5,38,133.49928544938302,50.0,-311.2690915857638
F60S90,60,90,-20,-40,-70,-50,5,360,0.55,0.3,1.8333333333333335,0.4,35,132.22969309540395,48.57142857142857,-151.223056055097
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.25,2.6,0.4,14,131.32834986307262,35.714285714285715,-60.488143302125536
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.25,2.0,0.55,25,130.4561875912027,48.0,-189.78649398982998
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.35,1.142857142857143,0.5,28,130.41608915848064,57.14285714285714,-97.59546635655533
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.15,3.666666666666667,0.5,13,128.33422032160615,38.46153846153847,-25.177700376748362
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.15,3.666666666666667,0.55,13,128.33422032160615,38.46153846153847,-25.177700376748362
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.2,2.9999999999999996,0.55,16,128.32177213754312,43.75,-106.79511263220775
F30S120,30,120,-20,-40,-70,-50,5,240,0.3,0.15,2.0,0.55,12,127.57385921863715,50.0,-31.11741119371709
F60S90,60,90,-20,-40,-70,-50,5,360,0.3,0.15,2.0,0.55,39,126.25449893076802,46.15384615384615,-148.88965970952086
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.15,4.666666666666667,0.45,3,126.16707038700224,66.66666666666666,0.0
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.15,3.0,0.55,9,123.82359745868052,44.44444444444444,-21.02585922599428
F15S60,15,60,-10,-40,-70,-50,10,360,0.45,0.2,2.25,0.45,233,118.75593041967932,35.622317596566525,-449.0750283097773
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.35,1.4285714285714286,0.4,51,118.43945974160715,49.01960784313725,-286.1090915857649
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.15,3.3333333333333335,0.4,13,117.7601180720576,38.46153846153847,-68.79329389646682
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.3,1.1666666666666667,0.55,22,117.04750110490477,50.0,-115.61463935495249
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.15,4.666666666666667,0.4,4,116.07551841927943,50.0,-10.51292961299714
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.4,1.375,0.5,142,114.97189533331766,45.07042253521127,-445.59367805112197
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.1,5.0,0.4,14,112.4880612780953,28.57142857142857,-21.025859225993372
F15S60,15,60,-10,-40,-70,-50,10,360,0.3,0.2,1.4999999999999998,0.45,409,112.3732717333869,39.85330073349633,-701.1312591168667
F60S90,60,90,-20,-40,-70,-50,5,360,0.55,0.35,1.5714285714285716,0.4,35,110.81352693059216,51.42857142857142,-175.12189873094667
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.1,6.999999999999999,0.5,23,110.44411380085421,26.08695652173913,-127.50731257287771
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.3,2.3333333333333335,0.45,76,109.62366065377728,43.42105263157895,-336.39634197730174
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.2,3.4999999999999996,0.4,4,109.2073578923737,50.0,-14.017239483995581
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.2,3.4999999999999996,0.45,4,109.2073578923737,50.0,-14.017239483995581
F30S120,30,120,-20,-40,-70,-50,5,240,0.3,0.15,2.0,0.5,15,108.84426354172774,46.666666666666664,-41.63034080671423
F60S90,60,90,-20,-40,-70,-50,5,360,0.55,0.3,1.8333333333333335,0.45,31,102.91502120607265,48.38709677419355,-146.44305605509726
F15S60,15,60,-10,-40,-70,-50,10,360,0.5,0.2,2.5,0.55,131,102.53671556312611,35.11450381679389,-250.51958712441683
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.15,3.3333333333333335,0.45,10,101.92355394995775,40.0,-53.57533878502909
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.3,1.5,0.5,42,101.7382766814053,50.0,-305.30589503995816
F30S120,30,120,-20,-40,-70,-50,5,240,0.3,0.2,1.4999999999999998,0.45,25,100.19714878532614,52.0,-88.7551247849733
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.3,1.5,0.5,21,100.14361461624685,47.61904761904761,-81.85599675970388
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.25,2.8,0.55,37,99.90697474216086,45.94594594594595,-158.00840137780324
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.25,2.8,0.55,2,99.61845064500449,50.0,0.0
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.25,2.8,0.5,2,99.61845064500449,50.0,0.0
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.25,2.2,0.55,111,97.78920299356696,38.73873873873874,-296.44575895804974
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.3,2.3333333333333335,0.5,3,97.37414077400535,66.66666666666666,0.0
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.3,2.3333333333333335,0.55,3,97.37414077400535,66.66666666666666,0.0
F30S120,30,120,-20,-40,-70,-50,5,240,0.3,0.15,2.0,0.45,16,96.64322922889187,43.75,-42.28002373711024
F30S120,30,120,-20,-40,-70,-50,5,240,0.3,0.25,1.2,0.4,39,95.66589288314572,46.15384615384615,-115.41036375015119
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.35,2.0,0.55,3,93.869830903006,66.66666666666666,0.0
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.35,2.0,0.5,3,93.869830903006,66.66666666666666,0.0
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.15,3.3333333333333335,0.5,7,92.1278584221509,28.57142857142857,-21.02585922599428
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.15,3.3333333333333335,0.55,7,92.1278584221509,28.57142857142857,-21.02585922599428
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.25,2.8,0.4,4,91.50919736546712,50.0,-17.52154935499493
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.2,1.7499999999999998,0.45,20,90.82387628269134,45.0,-80.09290336642334
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.4,1.7499999999999998,0.55,3,90.36552103200756,66.66666666666666,0.0
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.4,1.7499999999999998,0.5,3,90.36552103200756,66.66666666666666,0.0
F60S90,60,90,-20,-40,-70,-50,5,360,0.55,0.35,1.5714285714285716,0.45,31,89.74684949457878,51.61290322580645,-170.34189873094692
F30S120,30,120,-20,-40,-70,-50,5,240,0.7,0.2,3.4999999999999996,0.55,3,89.66735789237373,33.33333333333333,-14.017239483995581
