side,signal_ts,entry_time,entry_price,entry_style,stop,target,sl,tp,horizon,timeout,impulse_low,impulse_high,slot_low,slot_high,stop_mode,entry_struct_trend,target_updates,exit_time,exit_price,exit_reason,pnl,win,hold_min
-1,2026-06-19 08:45:00+00:00,2026-06-19 08:47:00+00:00,4167.19,breakout_next_open,4178.33,4133.769999999999,11.140000000000327,33.42000000000098,120,2026-06-19 13:00:00+00:00,4174.1,4178.33,4166.58,4179.05,impulse_bar,-1,2,2026-06-19 11:45:00+00:00,4151.17,structure_change,16.019999999999527,True,178.0
1,2026-06-19 15:00:00+00:00,2026-06-19 15:02:00+00:00,4152.99,breakout_next_open,4145.4,4175.76,7.5900000000001455,22.770000000000437,120,2026-06-19 17:02:00+00:00,4145.4,4150.36,4142.45,4151.46,impulse_bar,1,0,2026-06-19 16:12:00+00:00,4145.4,stop_loss,-7.5900000000001455,False,70.0
1,2026-06-22 10:00:00+00:00,2026-06-22 10:02:00+00:00,4209.3,breakout_next_open,4204.49,4223.730000000001,4.8100000000004,14.4300000000012,120,2026-06-22 12:02:00+00:00,4204.49,4208.12,4204.43,4210.38,impulse_bar,1,0,2026-06-22 10:47:00+00:00,4204.49,stop_loss,-4.8100000000004,False,45.0
-1,2026-06-23 14:45:00+00:00,2026-06-23 14:47:00+00:00,4126.83,breakout_next_open,4133.49,4106.85,6.6599999999998545,19.979999999999563,120,2026-06-23 16:47:00+00:00,4127.98,4133.49,4122.58,4133.49,impulse_bar,-1,0,2026-06-23 15:01:00+00:00,4133.49,stop_loss,-6.6599999999998545,False,14.0
-1,2026-06-23 17:00:00+00:00,2026-06-23 17:02:00+00:00,4133.61,breakout_next_open,4138.93,4117.649999999998,5.3200000000006185,15.960000000001855,120,2026-06-23 19:02:00+00:00,4134.71,4138.93,4131.36,4144.07,impulse_bar,-1,0,2026-06-23 17:13:00+00:00,4138.93,stop_loss,-5.3200000000006185,False,11.0
-1,2026-06-24 07:15:00+00:00,2026-06-24 07:17:00+00:00,4084.41,breakout_next_open,4089.73,4068.4499999999994,5.320000000000164,15.960000000000491,120,2026-06-24 09:17:00+00:00,4085.42,4089.73,4085.35,4091.02,impulse_bar,-1,0,2026-06-24 09:17:00+00:00,4077.11,timeout,7.299999999999727,True,120.0
-1,2026-06-24 11:15:00+00:00,2026-06-24 11:17:00+00:00,4039.6,breakout_next_open,4056.03,3990.309999999999,16.43000000000029,49.29000000000087,120,2026-06-24 13:17:00+00:00,4050.79,4056.03,4044.58,4058.98,impulse_bar,-1,0,2026-06-24 11:52:00+00:00,4056.03,stop_loss,-16.43000000000029,False,35.0
-1,2026-06-24 12:15:00+00:00,2026-06-24 12:17:00+00:00,4036.01,breakout_next_open,4043.81,4012.610000000001,7.799999999999727,23.39999999999918,120,2026-06-24 14:17:00+00:00,4039.43,4043.81,4034.94,4048.99,impulse_bar,-1,0,2026-06-24 12:25:00+00:00,4012.610000000001,target_hit,23.39999999999918,True,8.0
-1,2026-06-24 13:00:00+00:00,2026-06-24 13:05:00+00:00,3980.03,breakout_next_open,4011.17,3886.6100000000006,31.139999999999873,93.41999999999962,120,2026-06-24 15:05:00+00:00,4002.88,4011.17,3987.61,4017.89,impulse_bar,-1,0,2026-06-24 13:42:00+00:00,4011.17,stop_loss,-31.139999999999873,False,37.0
-1,2026-06-24 14:15:00+00:00,2026-06-24 14:24:00+00:00,4021.14,breakout_next_open,4041.3,3960.659999999999,20.16000000000031,60.48000000000093,120,2026-06-24 17:00:00+00:00,4031.23,4041.3,4018.92,4041.3,impulse_bar,-1,1,2026-06-24 17:00:00+00:00,4008.19,timeout,12.949999999999818,True,156.0
-1,2026-06-24 17:30:00+00:00,2026-06-24 17:32:00+00:00,3987.66,breakout_next_open,3999.24,3952.92,11.579999999999927,34.73999999999978,120,2026-06-24 20:00:00+00:00,3994.05,3999.24,3989.91,4007.4,impulse_bar,-1,1,2026-06-24 20:00:00+00:00,3988.02,timeout,-0.36000000000012733,False,148.0
