entry_time,entry_price,stop,target,timeout,target_updates,s1_prob,s2_prob,exit_time,exit_price,exit_reason,pnl,side
2026-01-30 02:19:00+00:00,5173.15,5148.15,5213.15,2026-01-30 03:04:00+00:00,0,0.6870344877243042,0.6934354305267334,2026-01-30 02:19:00+00:00,5148.15,stop_loss,-25.0,up
2026-01-30 02:20:00+00:00,5148.69,5123.69,5196.38,2026-01-30 03:05:00+00:00,1,0.5825884342193604,0.7343475222587585,2026-01-30 02:22:00+00:00,5123.69,stop_loss,-25.0,up
2026-01-30 02:37:00+00:00,5196.5,5171.5,5250.25,2026-01-30 03:23:00+00:00,2,0.8096080422401428,0.7012678384780884,2026-01-30 07:11:00+00:00,5179.16,timeout,-17.340000000000146,up
2026-01-30 08:54:00+00:00,5120.36,5145.36,5070.21,2026-01-30 09:46:00+00:00,2,0.8647664189338684,0.3552941381931305,2026-01-30 09:12:00+00:00,5070.21,target_hit,50.149999999999636,down
2026-01-30 09:13:00+00:00,5052.8,5027.8,5092.8,2026-01-30 09:58:00+00:00,0,0.5430643558502197,0.7119438052177429,2026-01-30 09:13:00+00:00,5027.8,stop_loss,-25.0,up
2026-01-30 09:17:00+00:00,5049.55,5024.55,5103.0,2026-01-30 10:10:00+00:00,2,0.6578428149223328,0.7465386390686035,2026-01-30 09:28:00+00:00,5024.55,stop_loss,-25.0,up
2026-01-30 09:42:00+00:00,5022.48,4997.48,5062.48,2026-01-30 10:27:00+00:00,0,0.8728373050689697,0.609201192855835,2026-01-30 09:42:00+00:00,4997.48,stop_loss,-25.0,up
2026-01-30 09:44:00+00:00,4995.8,4970.8,5035.8,2026-01-30 10:29:00+00:00,1,0.7754887342453003,0.6386082172393799,2026-01-30 09:45:00+00:00,4970.8,stop_loss,-25.0,up
2026-01-30 09:52:00+00:00,4966.25,4941.25,5025.08,2026-01-30 10:37:00+00:00,1,0.6637701988220215,0.7067151665687561,2026-01-30 09:57:00+00:00,5025.08,target_hit,58.82999999999993,up
2026-01-30 09:58:00+00:00,5031.94,5006.94,5071.94,2026-01-30 10:43:00+00:00,0,0.7841004133224487,0.6279858946800232,2026-01-30 09:58:00+00:00,5006.94,stop_loss,-25.0,up
2026-01-30 10:00:00+00:00,5015.95,4990.95,5088.23,2026-01-30 10:48:00+00:00,4,0.7112306952476501,0.6730636358261108,2026-01-30 10:43:00+00:00,5088.23,target_hit,72.27999999999975,up
2026-01-30 11:53:00+00:00,5100.35,5125.35,5060.35,2026-01-30 12:38:00+00:00,1,0.6986947059631348,0.4368920624256134,2026-01-30 11:56:00+00:00,5125.35,stop_loss,-25.0,down
2026-01-30 11:57:00+00:00,5138.35,5163.35,5067.35,2026-01-30 13:22:00+00:00,4,0.6829947233200073,0.29275286197662354,2026-01-30 12:47:00+00:00,5067.35,target_hit,71.0,down
2026-01-30 12:56:00+00:00,5081.23,5106.23,5024.87,2026-01-30 14:04:00+00:00,9,0.6643736958503723,0.231352761387825,2026-01-30 13:23:00+00:00,5029.9,reverse_signal,51.32999999999993,down
2026-01-30 13:25:00+00:00,5027.0,5002.0,5067.0,2026-01-30 14:10:00+00:00,1,0.7892810106277466,0.5618451237678528,2026-01-30 13:35:00+00:00,5044.35,reverse_signal,17.350000000000364,up
2026-01-30 13:45:00+00:00,5037.6,5062.6,4997.6,2026-01-30 14:30:00+00:00,0,0.9270092844963074,0.36217477917671204,2026-01-30 13:45:00+00:00,5028.55,reverse_signal,9.050000000000182,down
2026-01-30 13:46:00+00:00,5029.7,5004.7,5069.7,2026-01-30 14:31:00+00:00,1,0.8772827386856079,0.5509979128837585,2026-01-30 13:47:00+00:00,5004.7,stop_loss,-25.0,up
2026-01-30 13:49:00+00:00,5019.35,4994.35,5059.35,2026-01-30 14:34:00+00:00,0,0.8607335090637207,0.6371957063674927,2026-01-30 13:49:00+00:00,4994.35,stop_loss,-25.0,up
2026-01-30 13:50:00+00:00,4995.92,4970.92,5112.59,2026-01-30 14:52:00+00:00,6,0.8408684730529785,0.7916171550750732,2026-01-30 14:31:00+00:00,5086.25,reverse_signal,90.32999999999993,up
2026-01-30 14:32:00+00:00,5086.52,5111.52,5046.52,2026-01-30 15:18:00+00:00,1,0.6375565528869629,0.39411652088165283,2026-01-30 14:35:00+00:00,5111.52,stop_loss,-25.0,down
2026-01-30 14:36:00+00:00,5098.35,5123.35,5038.73,2026-01-30 15:37:00+00:00,2,0.5535133481025696,0.30171430110931396,2026-01-30 14:55:00+00:00,5038.73,target_hit,59.6200000000008,down
2026-01-30 14:57:00+00:00,5033.55,5008.55,5073.55,2026-01-30 15:45:00+00:00,2,0.8321911096572876,0.6287215948104858,2026-01-30 15:01:00+00:00,5008.55,stop_loss,-25.0,up
2026-01-30 15:02:00+00:00,5005.35,4980.35,5045.35,2026-01-30 15:47:00+00:00,0,0.6966137290000916,0.6023036241531372,2026-01-30 15:02:00+00:00,4980.35,stop_loss,-25.0,up
2026-01-30 15:04:00+00:00,4993.95,4968.95,5053.4,2026-01-30 15:55:00+00:00,5,0.708197295665741,0.6037408709526062,2026-01-30 15:18:00+00:00,5053.4,target_hit,59.44999999999982,up
2026-01-30 15:25:00+00:00,5039.35,5064.35,4995.12,2026-01-30 16:10:00+00:00,1,0.7744203805923462,0.3412139415740967,2026-01-30 15:35:00+00:00,5064.35,stop_loss,-25.0,down
2026-01-30 15:50:00+00:00,5062.03,5087.03,4975.3,2026-01-30 17:02:00+00:00,5,0.7314496636390686,0.2837429940700531,2026-01-30 16:35:00+00:00,4975.3,target_hit,86.72999999999956,down
2026-01-30 17:07:00+00:00,4951.6,4976.6,4911.6,2026-01-30 17:52:00+00:00,0,0.8645407557487488,0.38416045904159546,2026-01-30 17:12:00+00:00,4911.6,target_hit,40.0,down
2026-01-30 17:43:00+00:00,4873.1,4848.1,4913.1,2026-01-30 18:28:00+00:00,1,0.7587341070175171,0.7133803963661194,2026-01-30 17:44:00+00:00,4848.1,stop_loss,-25.0,up
2026-01-30 17:48:00+00:00,4878.95,4853.95,4918.95,2026-01-30 18:33:00+00:00,1,0.8790563344955444,0.6595832109451294,2026-01-30 17:52:00+00:00,4853.95,stop_loss,-25.0,up
2026-01-30 17:53:00+00:00,4833.83,4808.83,4873.83,2026-01-30 18:38:00+00:00,1,0.5288195610046387,0.77300626039505,2026-01-30 17:54:00+00:00,4808.83,stop_loss,-25.0,up
2026-01-30 17:55:00+00:00,4813.86,4788.86,4910.35,2026-01-30 18:55:00+00:00,7,0.6461054682731628,0.7556599974632263,2026-01-30 18:12:00+00:00,4788.86,stop_loss,-25.0,up
2026-01-30 18:16:00+00:00,4800.8,4775.8,4840.8,2026-01-30 19:02:00+00:00,2,0.8947596549987793,0.7359340786933899,2026-01-30 18:18:00+00:00,4775.8,stop_loss,-25.0,up
2026-01-30 18:19:00+00:00,4770.8,4745.8,4810.8,2026-01-30 19:04:00+00:00,1,0.8215005397796631,0.7688562870025635,2026-01-30 18:20:00+00:00,4745.8,stop_loss,-25.0,up
2026-01-30 18:21:00+00:00,4734.22,4709.22,4774.22,2026-01-30 19:06:00+00:00,0,0.6728147268295288,0.7732014060020447,2026-01-30 18:21:00+00:00,4709.22,stop_loss,-25.0,up
